,Title,Location,Price,Link,Image,Info,BHK,Bathroom,Area,Locality,level_0,index
12,3bhk semi furnished in vikaspuri-janakpuri start at 30k nr mkt bank,"Vikaspuri, Delhi",29998,https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1256-sq-ft-in-vikaspuri-delhi-iid-1805428630,https://apollo.olx.in:443/v1/files/db65hx2j3g8d3-ADVIN/image;s=150x0;q=50;f=webp;,3 BHK - 4 Bathroom - 1256 sqft,3.0,4.0,1256.0,Vikaspuri,,
13,3 BHK UPPER FIRST FLOOR READY TO MOVE ONLY SERVICE CLASS FAMILY,"Ramesh Nagar, Delhi",42000,https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1800-sq-ft-in-ramesh-nagar-delhi-iid-1817695615,https://apollo.olx.in:443/v1/files/nhzg4gpxs1nk3-IN/image;s=150x0;q=50;f=webp;,3 BHK - 3 Bathroom - 1800 sqft,3.0,3.0,1800.0,Ramesh Nagar,,
14,3000 triple sharing 4000 double sharing  Furnish room tilak nagar,"Tilak Nagar, Delhi",3000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-400-sq-ft-in-tilak-nagar-delhi-iid-1781516167,https://apollo.olx.in:443/v1/files/da8d4ghdvg2s3-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 400 sqft,1.0,1.0,400.0,Tilak Nagar,,
15,"1 BhK, fully furnished .floor in vikas nagar-59","Nilothi, Delhi",9500,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-60-sq-ft-in-nilothi-delhi-iid-1818860596,https://apollo.olx.in:443/v1/files/5zgnkszkr5r7-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 60 sqft,1.0,1.0,60.0,Nilothi,,
16,II DG REAL ESTATE II 2BHK UPP. 2ND FLOOR FURNISHED WITHOUT LIFT,"Ramesh Nagar, Delhi",35000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1813356004,https://apollo.olx.in:443/v1/files/3s51jzeuzjkt2-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
17,II DHRUV GOHRI II 1BHK SPACIOUS UNFURNISHED FLOOR NEAR METRO /MARKET,"Ramesh Nagar, Delhi",15000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-ramesh-nagar-delhi-iid-1813350903,https://apollo.olx.in:443/v1/files/0b4bf7daxoaf1-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 450 sqft,1.0,1.0,450.0,Ramesh Nagar,,
18,1BHK FOR RENT IN SUBHASH NAGAR,"Subhash Nagar, Delhi",19000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-600-sq-ft-in-subhash-nagar-delhi-iid-1818659767,https://apollo.olx.in:443/v1/files/nr25l28x9yp31-IN/image;s=150x0;q=50;f=webp;,2 BHK - 1 Bathroom - 600 sqft,2.0,1.0,600.0,Subhash Nagar,,
19,Fully Furnished home for rent in Vikaspuri,"Vikaspuri, Delhi",27000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-756-sq-ft-in-vikaspuri-delhi-iid-1801770496,https://apollo.olx.in:443/v1/files/1vd2xhdaob0e1-ADVIN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 756 sqft,2.0,2.0,756.0,Vikaspuri,,
20,II DG ROOMS II 1BHK FULLY FURNISHED WID ALL BASIC AMENITIES AVAILABLE,"Ramesh Nagar, Delhi",21000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-ramesh-nagar-delhi-iid-1819916942,https://apollo.olx.in:443/v1/files/bphr4gpaaiqc1-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 450 sqft,1.0,1.0,450.0,Ramesh Nagar,,
21,II DG REAL ESTATE II 3BHK FULLY FURNISHED LIFT & PARKING RAJOURI GARDN,"Rajouri Garden, Delhi",65000,https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1350-sq-ft-in-rajouri-garden-delhi-iid-1819583768,https://apollo.olx.in:443/v1/files/cz38yjxnptcl2-IN/image;s=150x0;q=50;f=webp;,3 BHK - 3 Bathroom - 1350 sqft,3.0,3.0,1350.0,Rajouri Garden,,
22,II DG ROOMS II OWNER FREE 1RK FURNISED OPTIONS AVAILABLE,"Ramesh Nagar, Delhi",18500,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-350-sq-ft-in-ramesh-nagar-delhi-iid-1819916500,https://apollo.olx.in:443/v1/files/tmk5b3tx1jys2-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 350 sqft,1.0,1.0,350.0,Ramesh Nagar,,
23,II DG REAL ESTATE II 2BHK RAMESH NAGAR MAIN MARKET 2ND FLOOR FOR RENT,"Ramesh Nagar, Delhi",25000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1806028501,https://apollo.olx.in:443/v1/files/aqfy35rehvd92-ADVIN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
24,II DG REAL ESTATE II 2BHK BRAND NEW FLOOR READY TO MOVE PRIME LOCATION,"Ramesh Nagar, Delhi",35000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1801866404,https://apollo.olx.in:443/v1/files/3ks9xta35wun3-ADVIN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
25,II DHRUV GOHRI II 2BHK THREE SIDE OPEN 1ST FLOOR NEAR RAMESH NGR METRO,"Ramesh Nagar, Delhi",30000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1801866234,https://apollo.olx.in:443/v1/files/qbffgoo77frl2-ADVIN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
26,II DG REAL ESTATE II 2BHK 1ST FLOOR 100 METERS AWAY FROM METRO,"Ramesh Nagar, Delhi",26000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1800158183,https://apollo.olx.in:443/v1/files/b3bzojlgltvi-ADVIN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
27,II DHRUV GOHRI II 2BHK SEMI FURNISHED 2ND FLOOR READY TO MOVE,"Rajouri Garden, Delhi",25000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-850-sq-ft-in-rajouri-garden-delhi-iid-1799265923,https://apollo.olx.in:443/v1/files/zz3fca8cqw923-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 850 sqft,2.0,2.0,850.0,Rajouri Garden,,
28,II DHRUV GOHRI II 2BHK READY TO MOVE WITH SOFA & BED PARK FACING,"Bali Nagar, Delhi",28500,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-bali-nagar-delhi-iid-1790004594,https://apollo.olx.in:443/v1/files/9jig6q0kulm43-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Bali Nagar,,
29,II DHRUV GOHRI II 2BHK PARK FACING INDEPENDENTS floor,"Ramesh Nagar, Delhi",22000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1789242823,https://apollo.olx.in:443/v1/files/0leqp2seaepx2-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
30,II DHRUV GOHRI II 3BHK INDEPENDENT UPPER GROUND FLOOR READY TO MOVE,"Ramesh Nagar, Delhi",45000,https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1250-sq-ft-in-ramesh-nagar-delhi-iid-1784735078,https://apollo.olx.in:443/v1/files/x4c9laivlc02-IN/image;s=150x0;q=50;f=webp;,3 BHK - 3 Bathroom - 1250 sqft,3.0,3.0,1250.0,Ramesh Nagar,,
31,2bhk renovated floor in ramesh nagar in good location,"Ramesh Nagar, Delhi",27000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1814353704,https://apollo.olx.in:443/v1/files/10m6xogm2ske2-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
32,II DHRUV GOHRI II BRAND NEW 2BHK UPP. GROUND FLOOR LIFT & PARKING,"Bali Nagar, Delhi",35000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-bali-nagar-delhi-iid-1795111317,https://apollo.olx.in:443/v1/files/hvfm8744sip72-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Bali Nagar,,
33,II DHRUV GOHRI II 1BHK FULLY FURNISHED WELL MAINTAINED READY TO MOVE,"Ramesh Nagar, Delhi",22000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-ramesh-nagar-delhi-iid-1793293130,https://apollo.olx.in:443/v1/files/kjlfurq91wd12-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 450 sqft,1.0,1.0,450.0,Ramesh Nagar,,
34,50 Gaj Flour for students,"Uday Vihar, Delhi",8000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-450-sq-ft-in-uday-vihar-delhi-iid-1820700073,https://apollo.olx.in:443/v1/files/ozaaxei3k25f2-IN/image;s=150x0;q=50;f=webp;,2 BHK - 1 Bathroom - 450 sqft,2.0,1.0,450.0,Uday Vihar,,
35,II DG REAL ESTATE II 2BHK LANDLORD FREE READY TO MOVE NEAR METRO,"Ramesh Nagar, Delhi",26000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1819912698,https://apollo.olx.in:443/v1/files/m57bco8pe8m11-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
36,II DG REAL ESTATE II 2BHK FULLY FURNISHED RADY TO MOVE NEAR METRO,"Ramesh Nagar, Delhi",39999,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1819912566,https://apollo.olx.in:443/v1/files/u8cz2tkcxwis1-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
37,II DG REAL ESTATE II 3BHK BRAND NEW FULLY FURNISHED NEAR BY METRO,"Rajouri Garden, Delhi",60000,https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1250-sq-ft-in-rajouri-garden-delhi-iid-1784476166,https://apollo.olx.in:443/v1/files/y7fg79z5gzfb3-IN/image;s=150x0;q=50;f=webp;,3 BHK - 3 Bathroom - 1250 sqft,3.0,3.0,1250.0,Rajouri Garden,,
38,kp properties  2bhk for rent,"Ramesh Nagar, Delhi",35000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1792228182,https://apollo.olx.in:443/v1/files/7llkahluqvkl1-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
39,kp properties  1bhk for rent in prime location,"Ramesh Nagar, Delhi",22999,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-ramesh-nagar-delhi-iid-1796605474,https://apollo.olx.in:443/v1/files/u1k3fn0vxik83-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 450 sqft,1.0,1.0,450.0,Ramesh Nagar,,
40,1bhk for rent in ramesh nagar,"Ramesh Nagar, Delhi",14000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-ramesh-nagar-delhi-iid-1793131435,https://apollo.olx.in:443/v1/files/6kthrk2v6w701-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 450 sqft,1.0,1.0,450.0,Ramesh Nagar,,
41,II DG REAL ESTATE II 3BHK SEMI FURNISHED 3RD FLOOR READY TO MOVE IN,"Bali Nagar, Delhi",50000,https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1150-sq-ft-in-bali-nagar-delhi-iid-1819911870,https://apollo.olx.in:443/v1/files/qmg1t9w3amas-IN/image;s=150x0;q=50;f=webp;,3 BHK - 3 Bathroom - 1150 sqft,3.0,3.0,1150.0,Bali Nagar,,
42,2bhk for rent in ramesh nagar,"Ramesh Nagar, Delhi",35000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1815857470,https://apollo.olx.in:443/v1/files/9byhqo8l5ewa-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
43,2bhk for rent in ramesh nagar in prime location,"Ramesh Nagar, Delhi",28000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1812386444,https://apollo.olx.in:443/v1/files/ie5hxbrlb3ef-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
